group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
964,1200,3199,doi,Spatial and Multiomic profiling of muscle regeneration dynamics in Duchenne Muscular Dystrophy,Spatial and Multiomic profiling of muscle regeneration dynamics in Duchenne Muscular Dystrophy
965,1746,1203,doi,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model.,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model
965,1746,2127,pmid,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model.,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model
965,1746,3208,pmid,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model.,Multi-omics profiling reveals mitochondrial dysfunction and epigenetic dysregulation in postoperative cognitive dysfunction: identification of novel biomarkers in an aged mouse model
966,1204,3178,doi,Multi-omics profiling identifies ESM1 as a key mediator of immunoevasion through the SPP1 pathway in bladder cancer,Multi-omics profiling identifies ESM1 as a key mediator of immunoevasion through the SPP1 pathway in bladder cancer
967,1205,1206,title_year,Neural Ordinary Differential Equations for Simulating Metabolic Pathway Dynamics from Time-Series Multiomics Data,Neural Ordinary Differential Equations for Simulating Metabolic Pathway Dynamics from Time-Series Multiomics Data
967,1205,3207,doi,Neural Ordinary Differential Equations for Simulating Metabolic Pathway Dynamics from Time-Series Multiomics Data,Neural Ordinary Differential Equations for Simulating Metabolic Pathway Dynamics from Time-Series Multiomics Data
969,1209,3166,doi,Integrative multi-omics analysis of druggable genes for therapeutic target identification in polycystic ovary syndrome,Integrative multi-omics analysis of druggable genes for therapeutic target identification in polycystic ovary syndrome
970,3189,1210,doi,Integrated multi-omics analysis of renal metabolism in domestic cats with spontaneous chronic kidney disease,Integrated multi-omics analysis of renal metabolism in domestic cats with spontaneous chronic kidney disease
971,1211,3221,doi,Multi-omics analysis reveals diagnostic and therapeutic biomarkers for aging phenotypes in ulcerative colitis,Multi-omics analysis reveals diagnostic and therapeutic biomarkers for aging phenotypes in ulcerative colitis
972,1212,3225,doi,Multi-omics Integration in AMD: the CFH Gene Case Study,Multi-omics Integration in AMD: the CFH Gene Case Study
973,1213,3187,doi,Integrating multi-omics and clinical features to model survival in epithelial ovarian cancer subtypes,Integrating multi-omics and clinical features to model survival in epithelial ovarian cancer subtypes
974,1214,3226,doi,Discovery and validation of RAB3B as a diagnostic biomarker for prostate cancer with serum PSA below 10 ng/mL based on a multi-omics study,Discovery and validation of RAB3B as a diagnostic biomarker for prostate cancer with serum PSA below 10 ng/mL based on a multi-omics study
975,3230,1215,doi,Multi-omics profiling uncovers candidate genes for the treatment of graves’ disease,Multi-omics profiling uncovers candidate genes for the treatment of graves’ disease
976,1216,3232,doi,Stage-Dependent Callus Induction in Agapanthus praecox: Multi-Omics Reveals the Semi-Mature Pedicel Explant as the Optimal Choice,Stage-Dependent Callus Induction in Agapanthus praecox: Multi-Omics Reveals the Semi-Mature Pedicel Explant as the Optimal Choice
977,1219,3236,doi,A Pilot Randomized Controlled Trial and Multi-Omics Analysis of Electrolysed Alkaline Water: Impacts on Gut Microbiota and Metabolic Signatures in Hyperuricemia,A Pilot Randomized Controlled Trial and Multi-Omics Analysis of Electrolysed Alkaline Water: Impacts on Gut Microbiota and Metabolic Signatures in Hyperuricemia
978,3251,1220,doi,Single-cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate causal variants in macular degeneration,Single-cell multiome and enhancer connectome of human retinal pigment epithelium and choroid nominate causal variants in macular degeneration
982,1224,1261,title_year,Single-Cell Multi-Omic Dissection of Endogenous Retroelement Activation,Single-Cell Multi-Omic Dissection of Endogenous Retroelement Activation
983,1225,3259,doi,From Global Burden to Precision Prevention: Establishing a Framework for Multiomics Research to Combat Infectious Diarrhea in Children Under Five,From Global Burden to Precision Prevention: Establishing a Framework for Multiomics Research to Combat Infectious Diarrhea in Children Under Five
984,1226,2113,doi,From Multiomics Biomarker Discovery to AI‐Driven Clinical Translation: Precision Early Detection of Pulmonary Arterial Hypertension in Older Adults Across G20 Nations,From Multiomics Biomarker Discovery to AI-Driven Clinical Translation: Precision Early Detection of Pulmonary Arterial Hypertension in Older Adults Across G20 Nations
984,1226,3253,doi,From Multiomics Biomarker Discovery to AI‐Driven Clinical Translation: Precision Early Detection of Pulmonary Arterial Hypertension in Older Adults Across G20 Nations,From Multiomics Biomarker Discovery to AI‐Driven Clinical Translation: Precision Early Detection of Pulmonary Arterial Hypertension in Older Adults Across G20 Nations
989,1232,3709,doi,Integrative multi-omics analysis identifies methylation-associated lncRNAs FAM83A-AS2 and AC012213.1 as candidate prognostic markers in lung adenocarcinoma,Integrative multi-omics analysis identifies methylation-associated lncRNAs FAM83A-AS2 and AC012213.1 as candidate prognostic markers in lung adenocarcinoma
990,1233,3263,doi,Genome-wide DNA methylation patterns for indicators of liver steatosis: a longitudinal multiomic study,Genome-wide DNA methylation patterns for indicators of liver steatosis: a longitudinal multiomic study
994,1240,3272,doi,Multiomics analysis reveals that chlorogenic acid alleviates heat stress-induced oxidative damage in prepubertal boar testes via the BLVRA-GPX3 pathway: in vivo and in vitro evidence,Multiomics analysis reveals that chlorogenic acid alleviates heat stress-induced oxidative damage in prepubertal boar testes via the BLVRA-GPX3 pathway: in vivo and in vitro evidence
994,1240,4428,doi,Multiomics analysis reveals that chlorogenic acid alleviates heat stress-induced oxidative damage in prepubertal boar testes via the BLVRA-GPX3 pathway: in vivo and in vitro evidence,Multiomics analysis reveals that chlorogenic acid alleviates heat stress-induced oxidative damage in prepubertal boar testes via the BLVRA-GPX3 pathway: in vivo and in vitro evidence
995,1241,3273,doi,Single-Cell Multi-Omics Insights into BMI-Mediated Immune-Related Disease Risk,Single-Cell Multi-Omics Insights into BMI-Mediated Immune-Related Disease Risk
996,1242,3277,doi,Single-cell multi-omics sequencing reveals the immunological disturbance underlying Kawasaki disease,Single-cell multi-omics sequencing reveals the immunological disturbance underlying Kawasaki disease
998,1246,3287,doi,Multi-omics analysis identifies TBCB as a therapeutic target in sepsis-induced liver injury,Multi-omics analysis identifies TBCB as a therapeutic target in sepsis-induced liver injury
1000,3288,1248,doi,Exposure to Per- and Polyfluoroalkyl Substances and Abnormal Glycometabolism in Healthy Elderly: Multiomics Evidence from the China BAPE Study.,Exposure to Per- and Polyfluoroalkyl Substances and Abnormal Glycometabolism in Healthy Elderly: Multiomics Evidence from the China BAPE Study
1001,3290,1249,doi,An integrative multi-omics study reveals glutamine metabolism dysregulation connecting Alzheimer's disease and age-related macular degeneration,An integrative multi-omics study reveals glutamine metabolism dysregulation connecting Alzheimer's disease and age-related macular degeneration
1002,4445,1250,doi,Multi-Omics Investigation Reveals the Therapeutic Effect of Black Ginseng on Copper Deficiency and High-Sugar Induced Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD) in Murine Models,Multi-Omics Investigation Reveals the Therapeutic Effect of Black Ginseng on Copper Deficiency and High-Sugar Induced Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD) in Murine Models
1002,4445,3289,transitive_exact_match,Multi-Omics Investigation Reveals the Therapeutic Effect of Black Ginseng on Copper Deficiency and High-Sugar Induced Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD) in Murine Models,Multi-Omics Investigation Reveals the Therapeutic Effect of Black Ginseng on Copper Deficiency and High-Sugar Induced Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD) in Murine Models
1003,3261,1251,doi,Integrating multi-omics to characterize the dynamics of rumen microorganisms and metabolites in Angus cattle at different growth stages.,Integrating multi-omics to characterize the dynamics of rumen microorganisms and metabolites in Angus cattle at different growth stages
1003,3261,2142,pmid,Integrating multi-omics to characterize the dynamics of rumen microorganisms and metabolites in Angus cattle at different growth stages.,Integrating multi-omics to characterize the dynamics of rumen microorganisms and metabolites in Angus cattle at different growth stages
1005,3338,1262,doi,"Calcium-mediated mitigation of aged nanoplastic-induced stress in microalgae: Insights into photosynthesis, energy metabolism, and antioxidant defense from physiological and multi-omics analyses.","Calcium-mediated mitigation of aged nanoplastic-induced stress in microalgae: Insights into photosynthesis, energy metabolism, and antioxidant defense from physiological and multi-omics analyses"
1007,3343,1266,doi,Multiomics Analysis: Maternal Valine Intake during Protein Restriction Improves Fetal Intestinal Health in Pigs via IgA Homing.,Multiomics Analysis: Maternal Valine Intake during Protein Restriction Improves Fetal Intestinal Health in Pigs via IgA Homing
1008,1268,1269,title_year,Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform),Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform)
1009,1270,3351,doi,Longitudinal peripheral blood multi-omic profiling in seropositive individuals identifies immune endotypes and predictive models for future rheumatoid arthritis conversion,Longitudinal peripheral blood multi-omic profiling in seropositive individuals identifies immune endotypes and predictive models for future rheumatoid arthritis conversion
1010,1272,3348,doi,Single-cell multiomic atlas of healthy pediatric bone marrow reveals age-dependent differences in lineage differentiation driven by stromal signaling,Single-cell multiomic atlas of healthy pediatric bone marrow reveals age-dependent differences in lineage differentiation driven by stromal signaling
1011,1807,1273,doi,The Age-Dependent Resident Myonuclear Multi-Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice.,The Age‐Dependent Resident Myonuclear Multi‐Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice
1011,1807,2151,pmid,The Age-Dependent Resident Myonuclear Multi-Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice.,The Age-Dependent Resident Myonuclear Multi-Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice
1011,1807,3354,pmid,The Age-Dependent Resident Myonuclear Multi-Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice.,The Age‐Dependent Resident Myonuclear Multi‐Omic Response to an Acute Skeletal Muscle Hypertrophic Stimulus in Mice
1012,1274,3350,doi,Opportunities and challenges in leveraging multiomics and biobanks for vision science,Opportunities and challenges in leveraging multiomics and biobanks for vision science.
1013,3358,1275,doi,Integrative Molecular Pattern Learning for Mental Disorders Via Dual-Effect Matrix-Enabled Multiomics Platform.,Integrative Molecular Pattern Learning for Mental Disorders Via Dual-Effect Matrix-Enabled Multiomics Platform
1014,3382,1278,doi,An integrative multi-omics approach identifies microbiome alterations linked to pathological and behavioral features in autism spectrum disorder,An integrative multi-omics approach identifies microbiome alterations linked to pathological and behavioral features in autism spectrum disorder
1015,3388,1279,doi,Senescent epithelial cells remodel the tumor microenvironment and drive early LUAD progression: a multiomics risk model and single-cell analysis,Senescent epithelial cells remodel the tumor microenvironment and drive early LUAD progression: a multiomics risk model and single-cell analysis
1015,3388,2179,pmid,Senescent epithelial cells remodel the tumor microenvironment and drive early LUAD progression: a multiomics risk model and single-cell analysis,Senescent epithelial cells remodel the tumor microenvironment and drive early LUAD progression: a multiomics risk model and single-cell analysis
1016,3389,1280,doi,Gut microbiota dysbiosis and metabolic reprogramming in pediatric migraine: a multi-omics analysis revealing diagnostic biomarkers,Gut microbiota dysbiosis and metabolic reprogramming in pediatric migraine: a multi-omics analysis revealing diagnostic biomarkers
1017,3391,1282,doi,Neutrophil extracellular traps-associated candidate genes in IgA vasculitis: an exploratory multi-omics analysis integrating transcriptomics and Mendelian randomization,Neutrophil extracellular traps-associated candidate genes in IgA vasculitis: an exploratory multi-omics analysis integrating transcriptomics and Mendelian randomization
1017,3391,4506,transitive_exact_match,Neutrophil extracellular traps-associated candidate genes in IgA vasculitis: an exploratory multi-omics analysis integrating transcriptomics and Mendelian randomization,Neutrophil extracellular traps-associated candidate genes in IgA vasculitis: an exploratory multi-omics analysis integrating transcriptomics and Mendelian randomization
1018,1283,2147,doi,Multi-omics guided Saccharomyces cerevisiae engineering optimizes flavor metabolism in cigar tobacco leaves fermentation,Multi-omics guided Saccharomyces cerevisiae engineering optimizes flavor metabolism in cigar tobacco leaves fermentation
1019,1284,3369,doi,"Systemic Integrative Mechanisms and Intervention Strategies in Exercise-Induced Skeletal Muscle Damage: Evidence from Animal, Clinical, and Multi-Omics Studies","Systemic Integrative Mechanisms and Intervention Strategies in Exercise-Induced Skeletal Muscle Damage: Evidence from Animal, Clinical, and Multi-Omics Studies"
1020,1285,3395,doi,Integrated multi-omics analysis combined with clinical validation reveals that HLA-DRB5 and ODAPH are causal risk genes for keratoconus,Integrated multi-omics analysis combined with clinical validation reveals that HLA-DRB5 and ODAPH are causal risk genes for keratoconus
1021,1286,3403,doi,Single-cell multi-omic profiling allows the dissection of peripheral immune phenotypes in Alzheimer’s Disease progression,Single-cell multi-omic profiling allows the dissection of peripheral immune phenotypes in Alzheimers Disease progression
1022,3405,1287,doi,Integrative multi-omics analysis reveals an 11-gene malignant–myeloid interaction signature and identifies TPST1 as a potential regulator of immunosuppressive microenvironment in glioma,Integrative multi-omics analysis reveals an 11-gene malignant–myeloid interaction signature and identifies TPST1 as a potential regulator of immunosuppressive microenvironment in glioma
1023,1288,3414,doi,"Multi-omics characterization of vascular, neurodegenerative, and mixed neuropathology in the aging human brain","Multi-omics characterization of vascular, neurodegenerative, and mixed neuropathology in the aging human brain"
1024,1290,3416,doi,Impact of processing techniques on donor human milk: a multi-omics and bioinformatics scoping review,Impact of processing techniques on donor human milk: a multi-omics and bioinformatics scoping review
1025,1345,1292,title_year,Altered gut microbiota and metabolites in children with non-organic anorexia: a multi-omics integration study,Altered Gut Microbiota and Metabolites in Children with Non-organic Anorexia: A Multi-omics Integration Study
1026,1293,2137,doi,"Low- vs high-load power training on muscle quality, functional performance, and multi-omic profiles in frail older adults: protocol for the FrailPow randomized controlled trial","Low-vs high-load power training on muscle quality, functional performance, and multi-omic profiles in frail older adults: protocol for the FrailPow randomized controlled trial"
1027,1294,3425,doi,Beneficial Effects of Gegen Qinlian Decoction and Its Food–Medicine Homologous Alternative Formulas Against Type 2 Diabetes Mellitus: Insights from Multi-Omics Analysis,Beneficial Effects of Gegen Qinlian Decoction and Its Food–Medicine Homologous Alternative Formulas Against Type 2 Diabetes Mellitus: Insights from Multi-Omics Analysis
1028,1295,3428,doi,Gut Luminal Exosomes in Young and Old Mice: Multi‐Omic Characteristics and Regulation of Gut Permeability,Gut Luminal Exosomes in Young and Old Mice: Multi‐Omic Characteristics and Regulation of Gut Permeability
1029,1296,3443,doi,Bisphenol A exposure impairs cardiometabolic health: Integrative human evidence and zebrafish heart multi-omics analysis,Bisphenol A exposure impairs cardiometabolic health: Integrative human evidence and zebrafish heart multi-omics analysis.
1030,3371,1297,doi,Multi-omics and machine learning reveal a critical mediator of PRKCA in quercetin-mediated protection against Sarcopenia.,Multi-omics and machine learning reveal a critical mediator of PRKCA in quercetin-mediated protection against Sarcopenia
1032,1299,3432,doi,"Profiling Peripheral Blood with an Optimized, Multiplexed, Single-cell Multiome Approach Supports an Insulin-driven Asthma Subtype","Profiling Peripheral Blood with an Optimized, Multiplexed, Single-cell Multiome Approach Supports an Insulin-driven Asthma Subtype"
1033,1301,1843,doi,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation.
1033,1301,2139,doi,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation
1033,1301,3383,doi,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation,Multi omics analysis reveals senescence associated genes in metabolic dysfunction associated steatohepatitis related liver cancer and their functional validation.
1035,3450,1304,doi,Screening and dynamic change study of microbial and metabolite markers for calf diarrhea based on multi-omics and machine learning,Screening and dynamic change study of microbial and metabolite markers for calf diarrhea based on multi-omics and machine learning
1036,1305,3453,doi,"Gut microbiota and metabolome signatures in preterm infants with high versus low risk for neurodevelopmental impairment: a prospective, matched, longitudinal multi-omics study","Gut microbiota and metabolome signatures in preterm infants with high versus low risk for neurodevelopmental impairment: a prospective, matched, longitudinal multi-omics study"
1037,1306,3404,doi,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer,Integrative multi-omic analysis identified ERBB2 mutations and senescence-driven immune suppression as dual therapeutic targets in LAR triple-negative breast cancer
1038,3460,1308,doi,"Causal relationship between gut microbiome, plasma metabolites, inflammation, and aortic stenosis: A multi-omics Mendelian randomization analysis.","Causal relationship between gut microbiome, plasma metabolites, inflammation, and aortic stenosis: A multi-omics Mendelian randomization analysis"
1039,1309,3461,doi,A multi‐omics risk score enables early and personalized screening for type 2 diabetes: A population‐based cohort study,A multi-omics risk score enables early and personalized screening for type 2 diabetes: A population-based cohort study.
1040,4648,1310,doi,"Multi-omics analysis of perfluorooctanoic acid and glioblastoma: insights from Mendelian randomization, network toxicology, and molecular docking","Multi-omics analysis of perfluorooctanoic acid and glioblastoma: insights from Mendelian randomization, network toxicology, and molecular docking"
1040,4648,3466,transitive_exact_match,"Multi-omics analysis of perfluorooctanoic acid and glioblastoma: insights from Mendelian randomization, network toxicology, and molecular docking","Multi-omics analysis of perfluorooctanoic acid and glioblastoma: insights from Mendelian randomization, network toxicology, and molecular docking"
1041,1311,3473,doi,Multi-omic profiling of human antibody-secreting cells reveals diverse subsets sustain durable humoral immunity,Multi-omic profiling of human antibody-secreting cells reveals diverse subsets sustain durable humoral immunity
1042,1312,3474,doi,Multi‐Omics and Machine Learning‐Uncovered FLT1 ‐Mediated Epithelial‐Endothelial Crosstalk in Cellular Senescence Driving Clear Cell Renal Cell Carcinoma Malignancy,Multi‐Omics and Machine Learning‐Uncovered FLT1‐Mediated Epithelial‐Endothelial Crosstalk in Cellular Senescence Driving Clear Cell Renal Cell Carcinoma Malignancy
1043,3477,1313,doi,Multi-omics and genetic analysis uncover salicylic acid-mediated core signaling networks for seed longevity in rice.,Multi-omics and genetic analysis uncover salicylic acid-mediated core signaling networks for seed longevity in rice
1044,1318,2909,doi,Designing a children’s health exposomics study protocol: The CHILDREN_FIRST multi-country prospective cohort using multi-omics and personalized prevention approaches,Designing a children’s health exposomics study protocol: The CHILDREN_FIRST multi-country prospective cohort using multi-omics and personalized prevention approaches
1045,1319,3494,doi,Plasma Multiomics Links Early‐Life Adversity to Disease and Cardiometabolic Health: A Population‐Based Cohort Study,Plasma Multiomics Links Early‐Life Adversity to Disease and Cardiometabolic Health: A Population‐Based Cohort Study
1047,1321,3527,doi,"Early-Life Sugar Restriction, Multi-omics Architecture, and Multisystem Resilience: A Natural Experiment","Early-Life Sugar Restriction, Multi-omics Architecture, and Multisystem Resilience: A Natural Experiment"
1049,3516,1323,doi,Identification and initial experimental assessment of DCLK3 as a potential sarcopenia biomarker: A multi-omics and machine learning approach.,Identification and initial experimental assessment of DCLK3 as a potential sarcopenia biomarker: A multi-omics and machine learning approach
1053,1327,3525,doi,B109-13 Integrative Multi-omics Analysis Identifies Phospholipid and Sphingolipid Remodeling Associated With Lung Function Decline in COPD,B109-13 Integrative Multi-omics Analysis Identifies Phospholipid and Sphingolipid Remodeling Associated With Lung Function Decline in COPD
1054,1328,3518,doi,A68-05 Multi-omic Integration Reveals Functional Signatures of Lung Microbiome and Microbe-host Interaction in Acute Respiratory Distress Syndrome in Pneumonia,A68-05 Multi-omic Integration Reveals Functional Signatures of Lung Microbiome and Microbe-host Interaction in Acute Respiratory Distress Syndrome in Pneumonia
1055,3500,1329,doi,Longitudinal Multiomic and Spatial Transcriptomic Profiling of Lupus Nephritis Progression in a Murine Model,Longitudinal multiomic and spatial transcriptomic profiling of lupus nephritis progression in a murine model
1056,1330,2149,doi,Loss of calcium‐dependent phospholipase A2 contributes to multi‐omic changes in mouse denervated skeletal muscle,Loss of calcium-dependent phospholipase A2 contributes to multi-omic changes in mouse denervated skeletal muscle
1056,1330,3506,doi,Loss of calcium‐dependent phospholipase A2 contributes to multi‐omic changes in mouse denervated skeletal muscle,Loss of calcium‐dependent phospholipase A2 contributes to multi‐omic changes in mouse denervated skeletal muscle
1057,3517,1333,doi,Decoding disease and therapy through multiomics integration and systems analysis,Decoding disease and therapy through multiomics integration and systems analysis
1058,1334,3541,doi,Multi-omics analysis reveals circadian disruption of rumen microbiota and serum metabolites in Tibetan sheep under transport stress,Multi-omics analysis reveals circadian disruption of rumen microbiota and serum metabolites in Tibetan sheep under transport stress
1059,4603,1335,doi,Dissecting Immune Mechanisms Underlying Sarcopenia Using Multi-omics Approaches,Dissecting Immune Mechanisms Underlying Sarcopenia Using Multi-omics Approaches
1059,4603,3540,transitive_exact_match,Dissecting Immune Mechanisms Underlying Sarcopenia Using Multi-omics Approaches,Dissecting Immune Mechanisms Underlying Sarcopenia Using Multi-omics Approaches.
1060,1336,3542,doi,Multi-omics Mendelian randomization identifies mitochondrial genes associated with immune microenvironment signatures in endometriosis,Multi-omics Mendelian randomization identifies mitochondrial genes associated with immune microenvironment signatures in endometriosis
1061,1340,3547,doi,"Integrating Multi-omics, Mendelian Randomization, and ExperimentalValidation to Unveil the Role of Traditional Chinese Medicine inPostmenopausal Osteoporosis","Integrating Multi-omics, Mendelian Randomization, and Experimental Validation to Unveil the Role of Traditional Chinese Medicine in Postmenopausal Osteoporosis."
1062,1342,1344,title_year,Chrono-Audit: A Proprietary Diagnostic Framework for Multi-Omic Biological Quantization of Reproductive Capital,Chrono-Audit: A Proprietary Diagnostic Framework for Multi-Omic Biological Quantization of Reproductive Capital
1062,1342,1346,title_year,Chrono-Audit: A Proprietary Diagnostic Framework for Multi-Omic Biological Quantization of Reproductive Capital,Chrono-Audit: A Proprietary Diagnostic Framework for Multi-Omic Biological Quantization of Reproductive Capital
1065,1350,3561,doi,Multi-omics integration identifies metabolic and inflammatory pathways underlying familial longevity,Multi-omics integration identifies metabolic and inflammatory pathways underlying familial longevity
1066,1351,3564,doi,Macrophage polarization-related genes with potential causal roles in osteoporosis: a multi-omics Mendelian randomization study,Macrophage polarization-related genes with potential causal roles in osteoporosis: a multi-omics Mendelian randomization study.
1068,3572,1354,doi,Advancing PCOS drug development: multi-omics discovery of key targets and repurposable compounds.,Advancing PCOS drug development: multi-omics discovery of key targets and repurposable compounds
1071,3589,1360,doi,Multi-omics triangulation identifies complement factor H as a genetically supported protective factor in IgA nephropathy,Multi-omics triangulation identifies complement factor H as a genetically supported protective factor in IgA nephropathy
1072,1363,3599,doi,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches,Unraveling the Key Pathways through Cordycepin Prolongs Lifespan in C. elegans by Integrating Multi-omics Approaches
1073,1365,3598,doi,Causal associations between plasma proteins and premature ovarian failure through multi-omics Mendelian randomization analyses,Causal associations between plasma proteins and premature ovarian failure through multi-omics Mendelian randomization analyses
1074,1367,3603,doi,Integrated multi-omics reveals epigenetic control of renal damage in HFpEF,Integrated multi-omics reveals epigenetic control of renal damage in HFpEF
1076,1370,3608,doi,"Frailty phenotype, genetic risk and long-term incident systemic lupus erythematosus risk: Insights from the UK Biobank study integrated with multi-omics analysis","Frailty phenotype, genetic risk and long-term incident systemic lupus erythematosus risk: Insights from the UK Biobank study integrated with multi-omics analysis"
1077,1371,3596,doi,"A protocol for the Teen Bugs study: An integrative, multi-omics approach to understanding the role of the gut microbiome and mesocorticolimbic system in adolescent mental health following early adverse caregiving","A protocol for the Teen Bugs study: An integrative, multi-omics approach to understanding the role of the gut microbiome and mesocorticolimbic system in adolescent mental health following early adverse caregiving"
1078,1372,3621,doi,"1085-OR: A Multiomics Atlas of Type 2 Diabetes in 5,438 Korean Individuals Reveals East Asian–Specific Molecular Markers","1085-OR: A Multiomics Atlas of Type 2 Diabetes in 5,438 Korean Individuals Reveals East Asian–Specific Molecular Markers"
1079,3642,1375,doi,"Multi-omics reveals microbiota, metabolite, and immunological heterogeneity of age-related endotypes in type 1 diabetes","Multi-omics reveals microbiota, metabolite, and immunological heterogeneity of age-related endotypes in type 1 diabetes"
1079,3642,4680,transitive_exact_match,"Multi-omics reveals microbiota, metabolite, and immunological heterogeneity of age-related endotypes in type 1 diabetes","Multi-omics reveals microbiota, metabolite, and immunological heterogeneity of age-related endotypes in type 1 diabetes"
1080,1376,3651,doi,13 | MULTI-OMICS DISSECTION OF TRANSCRIPTIONAL AND EPIGENETIC REMODELING DURING CARDIAC AGING,13 | MULTI-OMICS DISSECTION OF TRANSCRIPTIONAL AND EPIGENETIC REMODELING DURING CARDIAC AGING
1082,1381,1379,title_year,The Tumor Multi-Omic Landscape of Endometrial Cancers Developed on a Background of Adiposity,The Tumor Multi-Omic Landscape of Endometrial Cancers Developed on a Background of Adiposity
1082,1381,3662,transitive_exact_match,The Tumor Multi-Omic Landscape of Endometrial Cancers Developed on a Background of Adiposity,The Tumor Multi-Omic Landscape of Endometrial Cancers Developed on a Background of Adiposity
1086,3698,1386,doi,Multi-omics profiling identifies CDK1 as a key mediator of mitosis through the PTN pathway in bladder cancer,Multi-omics profiling identifies CDK1 as a key mediator of mitosis through the PTN pathway in bladder cancer
1087,1388,3701,doi,Multi-Omics Characterization of Peripheral Blood Molecular Profiles in Hypertensive Aging Ailuropoda melanoleuca with Levamlodipine Intervention: Exploratory Analysis of ACE2 and Time-Resolved Transcriptomic Patterns,Multi-Omics Characterization of Peripheral Blood Molecular Profiles in Hypertensive Aging Ailuropoda melanoleuca with Levamlodipine Intervention: Exploratory Analysis of ACE2 and Time-Resolved Transcriptomic Patterns
1088,3671,1390,doi,"Resveratrol Alleviates Epilepsy-Induced Brain Damage via the P62-Keap1-Nrf2 Pathway: A Multi-Omics Study Integrating the Pilot Cohort, In Silico Analyses, and Experimental Validation.","Resveratrol alleviates epilepsy-induced brain damage via the P62-Keap1-Nrf2 Pathway: A multi-omics study integrating the pilot cohort, In silico analyses, and experimental validation"
1089,1392,3706,doi,Multi-omics signatures of circulating factors associated with cardiorespiratory fitness adaptations in individuals with prediabetes,Multi-omics signatures of circulating factors associated with cardiorespiratory fitness adaptations in individuals with prediabetes.
1091,1395,3710,doi,Molecular mechanisms of perimenopausal cognitive impairment in a rat model: multi-omics integration reveals the Adgrl2-Camk2d-TRPV1 signaling axis mediating calcium homeostasis disruption and neuroinflammation,Molecular mechanisms of perimenopausal cognitive impairment in a rat model: multi-omics integration reveals the Adgrl2-Camk2d-TRPV1 signaling axis mediating calcium homeostasis disruption and neuroinflammation
1093,1397,3720,doi,Molecular characterization in elite rock climbers: insights from multi-omics analysis,Molecular characterization in elite rock climbers: insights from multi-omics analysis.
1094,4724,1399,doi,"Genetic and biological mechanisms of pediatric enuresis: integrating pathophysiology, GWAS associations, and multi-omics research","Genetic and biological mechanisms of pediatric enuresis: integrating pathophysiology, GWAS associations, and multi-omics research"
1094,4724,3728,transitive_exact_match,"Genetic and biological mechanisms of pediatric enuresis: integrating pathophysiology, GWAS associations, and multi-omics research","Genetic and biological mechanisms of pediatric enuresis: integrating pathophysiology, GWAS associations, and multi-omics research"
1095,1400,3729,doi,Unveiling the aging-immune axis in irritable bowel syndrome: a multi-omics and machine learning approach to biomarker discovery and validation,Unveiling the aging-immune axis in irritable bowel syndrome: a multi-omics and machine learning approach to biomarker discovery and validation
1097,1408,1970,doi,Sex-biased hippocampal pathology in the 5XFAD mouse model of Alzheimer's disease: A multi-omic analysis.,Sex-biased hippocampal pathology in the 5XFAD mouse model of Alzheimer's disease: A multi-omic analysis
