record_id,source,title,abstract,year,document_type,doi,proposed_design_family
doi:10.1007/s40520-024-02877-6,europepmc,Gut microbiota and epigenetic age acceleration: a bi-directional Mendelian randomization study.,"Background The gut microbiota is closely related to aging, but the genetic relationship between gut microbiota and aging has not been well investigated. The aim of the study was to explore the association of microbiota with epigenetic age acceleration (EAA) using the Mendelian randomization. Method The independent genetic instruments of gut microbiota were obtained from MiBioGen consortium and the Dutch Microbiome Project. EAA data were derived from genome-wide association study. To assess the causal relationship between gut microbiota and EAA, we applied four different methods of Mendelian Randomization (MR) analysis: the inverse variance weighted method (IVW), the MR-Egger regression, the weighted median analysis (WMA), and the weighted mode. Furthermore, sensitivity analyses were conducted to evaluate heterogeneity and horizontal pleiotropy. Results We identified potential causal associations between 12 bacterial taxa and EAA (P IVW and P WMA IVW and P WMA Conclusion Our study implicates the potential causal effects of specific microbiota on EAA, potentially providing novel insights into the prevention aging through specific gut microbiota.",2024,research-article; Journal Article,10.1007/s40520-024-02877-6,genetic_instrument
doi:10.1007/s40520-025-02971-3,europepmc,The association between gut microbiota and accelerated aging and frailty: a Mendelian randomization study.,"Background The recent observational studies have unveiled the correlation between the composition and dynamic alterations of the gut microbiome and aging; however, the causal relationship remains uncertain. Aims The objective of this study is to investigate the causal relationship between the gut microbiome and accelerated aging as well as frailty, from a genetic perspective. Methods We obtained data on the gut microbiome, intrinsic epigenetic age acceleration, and Frailty Index from published large-scale genome-wide association studies. A two-sample Mendelian randomization analysis was conducted primarily using inverse variance weighting model. We utilized the MR-Egger intercept analysis, IVW method, the Cochran Q test, and the leave-one-out analysis to assess the robustness of the results. Results IVW analysis indicated a potential association between Peptococcus (OR: 1.231, 95% CI 1.013-1.497, P = 0.037), Dialister (OR: 1.447, 95% CI 1.078-1.941, P = 0.014) and Subdoligranulum (OR: 1.538, 95% CI 1.047-2.257, P = 0.028) with intrinsic epigenetic age acceleration; while Prevotella 7 (OR: 0.792, 95% CI 0.672-0.935, P = 0.006) was associated with a potential protective effect. Allisonella (OR: 1.033, 95% CI 1.005-1.063, P = 0.022), Howardella (OR: 1.026, 95% CI 1.002-1.050, P = 0.031) and Eubacterium coprostanoligenes (OR: 1.037, 95% CI 1.001-1.073, P = 0.042) were associated with an increased risk of frailty; conversely, Flavonifractor (OR: 0.954, 95% CI 0.920-0.990, P = 0.012) and Victivallis (OR: 0.984, 95% CI 0.968-1.000, P = 0.049) appeared to exhibit a potential protective effect against frailty. Conclusion The findings of this study provide further evidence for the genetic correlation between gut microbiota and accelerated aging as well as frailty, enhancing the understanding of the role of gut microbiota in aging-related processes. However, the underlying mechanisms and potential clinical applications require further investigation before any targeted interventions can be developed.",2025,research-article; Journal Article,10.1007/s40520-025-02971-3,genetic_instrument
doi:10.1016/j.archger.2025.105765,europepmc,Causal relationship between gut microbiota and ageing: A multi-omics Mendelian randomization study.,"Introduction Observational studies and clinical trials have suggested a connection between gut microbiota and aging. However, the causal relationship between them remains undetermined. Objectives This study aimed to use bidirectional two-sample Mendelian randomization (TSMR) analysis to explore the causal relationship between gut microbiota and aging. Methods Summary statistics from genome-wide association studies (GWAS) on gut microbiota and seven aging-related phenotypes were employed for TSMR analysis. Reverse Mendelian randomization (MR) analysis was performed to assess the potential for reverse causality. Additionally, the relationship between Akkermansia muciniphila and inflammation-related proteins and metabolites was further investigated. The effects of Akkermansia muciniphila on aging were also examined in Caenorhabditis elegans by measuring both lifespan and healthspan. Results MR analysis of 207 microbial taxa and seven aging phenotypes revealed 44 causal relationships between the gut microbiota and aging. Akkermansia muciniphila was found to be causally linked to several aging-related traits, including mvAge, appendicular lean mass, and grip strength (P Conclusion TSMR analysis uncovers multiple potential causal links between gut microbiota and aging, particularly Akkermansia muciniphila. Experimental results support its role in alleviating aging. This study provides a strong foundation for future research on gut microbiota's role in aging.",2025,"Research Support, Non-U.S. Gov't; Journal Article",10.1016/j.archger.2025.105765,genetic_instrument
doi:10.1016/j.athplu.2026.03.001,europepmc,Associations of NMR metabolic biomarkers and arterial calcification: An observational and Mendelian randomization study within the BBMRI metabolomics consortium.,"Background and aim The metabolic roles in arterial calcification remain largely unclear. We aimed to elucidate the associations between nuclear magnetic resonance (NMR) metabolic biomarkers with site- and sex-specific arterial calcification as well as their causal nature. Methods This study included participants from the Rotterdam Study (RS, N = 1062), Leiden Longevity Study (LLS, N = 272), and UK Biobank (UKBB, N = 271,793). In RS and LLS, we applied linear regression (both overall and sex-stratified) to assess the association between NMR metabolic biomarkers and arterial calcification at coronary artery (CAC), aortic arch (AAC), and aortic valve (AVC). Two-sample Mendelian randomization (MR) was employed using genome-wide association study of NMR biomarkers (N = 115,082) and CAC (N = 26,909) to infer their genetic causality. Biomarkers with consistent observational and causal associations were further examined for associations with coronary heart disease (CHD) in UKBB. Results From multiple-testing correction (P-value -4 ), three fatty acids ratio biomarkers were associated with decreased CAC burden: Omega_6_pct (Beta: -0.10, SE: 0.03, P-value: 2.94 × 10 -4 ), PUFA_by_MUFA (Beta: -0.10, SE: 0.03, P-value: 3.08 × 10 -4 ), and PUFA_pct (Beta: -0.10, SE: 0.03, P-value: 3.33 × 10 -4 ). Sex-stratification revealed glycoprotein acetyls (GlycA) associated with CAC in males only (Beta: 0.13, SE: 0.04, P-value: 3.10 × 10 -4 ). MR identified 17 biomarkers causally associated with CAC, 14 of which were subsequently associated with CHD in UKBB. Conclusions We identified NMR-based metabolic biomarkers, particularly fatty acid ratios, that were significantly and causally associated with CAC burden. GlycA was associated with CAC in males only. Replication in UKBB further underscores their clinical relevance with CHD.",2026,research-article; Journal Article,10.1016/j.athplu.2026.03.001,genetic_instrument
doi:10.1016/j.cell.2026.01.016,pubmed,Restoring circadian rhythms in the hypothalamic paraventricular nucleus reverses aging biomarkers and extends lifespan in male mice.,"Age-related circadian disruptions accelerate physiological decline and shorten lifespan. Enhancing circadian amplitude has emerged as a promising strategy for ameliorating age-associated disorders. Here, we show that the circadian-phase-optimized administration of 3'-deoxyadenosine (3dA) strengthens circadian amplitude in hypothalamic paraventricular nucleus (PVN) neurons, mitigates aging biomarkers, and extends mouse lifespan. 3dA restores clock synchrony and hormonal rhythms, including corticosterone, and reduces epigenetic age as measured by DNA methylation clocks. Transcriptomic, hormonal, and epigenetic profiling reveal robust increases in PVN circadian amplitude following timed 3dA administration, and the PVN-specific knockout of RuvB-like ATPase 2 (Ruvbl2) establishes its genetic necessity by abolishing 3dA's benefits. Similarly, chemogenetic PVN activation reproduces 3dA's metabolic and physiological benefits. These findings identify the PVN clock as a pharmacological node linking circadian amplitude to organismal aging, suggest that targeting RUVBL2-dependent circadian transcription enhances network synchrony, and indicate that circadian interventions are promising therapeutic candidates for delaying aging and improving healthspan in aged male mice.",2026,Journal Article,10.1016/j.cell.2026.01.016,direct_perturbation
doi:10.1016/j.cell.2026.01.022,europepmc,Vitamin B2 and B3 nutrigenomics reveals a therapy for NAXD disease.,"Vitamins are essential metabolites that must be obtained from external sources. In modern times, they have become widely available, leading to their ad hoc consumption. We developed a nutritional genomics framework to systematically identify monogenic diseases responsive to micronutrient modulation. Genome-wide CRISPR screens under varying vitamin B2 and B3 levels revealed dozens of candidate disease genes amenable to rescue by individual vitamins. In the vitamin B3 screen, NAD(P)HX dehydratase (NAXD) was the top hit; this enzyme repairs an aberrant, hydrated form of NADH (6-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide [NADHX]), and its loss causes severe neurodevelopmental disease. In our Naxd knockout (KO) mouse, we observed NADHX accumulation, NAD + depletion, and impaired serine biosynthesis in neonatal KO brains. Spatial metabolomics, single-nuclei RNA sequencing (snRNA-seq), and histology pinpointed cortical and brain endothelial cell vulnerability. Low-vitamin B3 diets accelerated pathology, whereas vitamin B3 supplementation extended lifespan by more than 40-fold. These findings establish a nutritional genomics framework and demonstrate the therapeutic potential of precision vitamin interventions.",2026,research-article; Journal Article,10.1016/j.cell.2026.01.022,direct_perturbation
doi:10.1016/j.celrep.2024.115099,europepmc,The glial UDP-glycosyltransferase Ugt35b regulates longevity by maintaining lipid homeostasis in Drosophila.,"Lipid droplets (LDs) are dynamic organelles essential for lipid storage and organismal survival. Studies have highlighted the importance of glial function in brain LD formation during aging; however, the genes and mechanisms involved remain elusive. Here, we found that Ugt35b, a member of the uridine diphosphate (UDP)-glycosyltransferases that catalyze the transfer of glycosyl groups to acceptors, is highly expressed in glia and crucial for Drosophila lifespan. By integrating multiomics data, we demonstrated that glial Ugt35b plays key roles in regulating glycerolipid and glycerophospholipid metabolism in the brain. Notably, we found that Ugt35b and Lsd-2 are co-expressed in glia and confirmed their protein interaction in vivo. Knockdown of Ugt35b significantly reduced LD formation by downregulating Lsd-2 expression, while overexpression of Lsd-2 partially rescued the shortened lifespan in glial Ugt35b RNAi flies. Our findings reveal the crucial role of glial Ugt35b in regulating LD formation to maintain brain lipid homeostasis and support Drosophila lifespan.",2025,"Research Support, Non-U.S. Gov't; Journal Article",10.1016/j.celrep.2024.115099,direct_perturbation
doi:10.1016/j.drup.2026.101415,pubmed,The RELA-FTH1 axis in senescent cancer-associated fibroblasts creates a stromal iron sink that drives ferroptosis resistance and therapy failure across solid malignant tumors.,"Therapy resistance remains the foremost barrier to improving outcomes in solid malignancies. While tumor-cell-intrinsic resistance mechanisms have been extensively studied, the contribution of the tumor microenvironment (TME) to treatment failure is poorly understood. Cellular senescence accumulates across diverse solid tumor types and reshapes the stromal landscape, yet which population dominates this senescent compartment and how senescent cancer-associated fibroblasts (senCAFs) drive resistance remain unresolved. In particular, whether senescent fibroblasts can suppress ferroptosis in neighboring tumor cells-and thereby promote drug resistance-through metabolic reprogramming of iron homeostasis has not been mechanistically dissected. We integrated six single-cell RNA sequencing datasets (431,513 cells) to map the senescent landscape of the TME. A 24-gene prognostic senescent fibroblast signature was constructed using LASSO/Cox regression and validated in independent TCGA cohorts. Transcription factor prediction and protein-DNA molecular docking identified upstream regulators. Functional studies employed conditioned medium assays, transwell co-culture systems with ferroptosis induction and chemosensitivity testing, FerroOrange-based intracellular Fe²⁺ quantification, genetic perturbation (shRNA/siRNA), pharmacological NF-κB inhibition, and subcutaneous xenograft models. Spatial transcriptomics validated findings in cancer tissues. Pan-cancer analyses across 31 solid malignant tumor types were performed using GEPIA 2 to assess cross-cancer generalizability. SenCAFs constituted the predominant senescent compartment in the TME, significantly promoting tumor cell proliferation, migration, invasion, and in vivo tumor growth. Multi-omics screening prioritized ferritin heavy chain 1 (FTH1) as the critical effector. Mechanistically, senCAFs upregulated FTH1 to create a stromal iron sink, sequestering microenvironmental Fe 2 + , shielding tumor cells from ferroptosis. Disruption of this stromal iron sink by FTH1 silencing not only restored ferroptosis sensitivity but also resensitized tumor cells to cisplatin-induced apoptosis. This iron sink was transcriptionally driven by RELA; targeting RELA abolished FTH1 expression and the senescence phenotype. Spatial transcriptomics validated the FTH1-senCAF-NF-κB axis in situ. Critically, pan-solid tumor analysis also confirmed that upregulation of the RELA-FTH1 axis was associated with poor prognosis and positively correlated with ferroptosis resistance and multiple drug resistance pathways across 31 solid malignancies. SenCAFs drive therapy resistance by establishing a RELA-FTH1-dependent stromal iron sink. This axis serves as a pan-cancer prognostic and drug resistance biomarker and represents a druggable stromal vulnerability, suggesting that its disruption may resensitize resistant solid malignant tumors to ferroptosis and chemotherapy.",2026,Journal Article,10.1016/j.drup.2026.101415,direct_perturbation
doi:10.1016/j.exger.2025.113017,pubmed,Bidirectional associations between metabolic syndrome and epigenetic age acceleration: A 20-year longitudinal study in midlife adults.,"Metabolic syndrome (MetS) increases with age. Epigenetic alterations reflect lifelong biological and environmental influences on aging. MetS may contribute to epigenetic age acceleration (EAA) through inflammation and oxidative stress, while elevated EAA may, in turn, exacerbate metabolic dysfunction, but long-term evidence for this bidirectional association is limited. We analyzed data from 1452 participants in the Korean Genome and Epidemiology Study at baseline (Wave 1), 10-year (Wave 5), and 20-year (Wave 10) follow-ups. MetS severity was defined by the number of diagnostic criteria, and DNA methylation-based EAA measures (PhenoAA, Grim2AA, DunedinPACE) at Wave 5 were included. Multivariable linear regression models examined the association between MetS and EAA both cross-sectionally (at Wave 5) and longitudinally (Wave 1 MetS - Wave 5 EAA and Wave 5 EAA - Wave 10 MetS). Mediation analysis examined whether EAA mediated the association between MetS severity across waves. All models were adjusted for chronological age, sex, smoking, drinking, physical activity, education, income, and body mass index. Cross-sectionally, all EAA measures were associated with higher MetS severity score (β ranged 0.37-1.26, all P < 0.05). Longitudinally, earlier MetS severity was associated with EAA (Grim2AA: β = 0.25; DunedinPACE: β = 0.78, all P < 0.05) and EAA was associated with later MetS severity (Grim2AA: β = 0.03; DunedinPACE: β = 0.01, all P < 0.05). EAA partially mediated the association between earlier and later MetS severity (1.6-3.1 % mediation proportion, P < 0.05). Our findings suggest a bidirectional relationship between MetS and EAA, with biological aging potentially mediating metabolic deterioration. EAA may serve as both a marker and mediator of metabolic health, and a promising target for prevention and intervention.",2025,Journal Article,10.1016/j.exger.2025.113017,formal_mediation
doi:10.1016/j.gene.2026.150162,europepmc,Time-resolved transcriptomics of FEN1 knockdown HEK293T cells identifies altered rhythmic gene expression.,"Circadian rhythms coordinate genome-wide transcriptional oscillations that contribute to cellular homeostasis. Although the molecular clock machinery has been extensively characterized, how circadian transcription interfaces with processes such as the DNA damage response and cell cycle regulation remains incompletely defined. In this study, we examined the potential involvement of the DNA replication and repair nuclease FEN1 in circadian-associated transcriptional dynamics in human cells. Using time-series RNA sequencing across six circadian time points in synchronized HEK293T cells, we observed that FEN1 knockdown was accompanied by notable changes in rhythmic gene expression patterns. Approximately 30% of oscillatory transcripts exhibited alterations in rhythmicity, including loss or gain of daily oscillation, phase shifts, or amplitude changes. Genes showing altered rhythmic properties were enriched in pathways related to cell cycle regulation, DNA damage response, and cellular senescence. Phase set enrichment analysis indicated coordinated phase delays or inversions among subsets of G1/S checkpoint regulators and metabolic genes, suggesting altered temporal organization. While rhythmic expression of core clock genes was largely preserved, changes in oscillation amplitude and phase were observed, consistent with modified rhythmic stability. In parallel, cell-based analyses revealed changes in cell cycle distribution, including reduced S-phase entry, accumulation in G1 phase, and increased markers of cellular senescence, in agreement with transcriptomic trends. Collectively, these observations indicate that FEN1 depletion is associated with altered circadian-related transcriptional patterns and concurrent changes in cell cycle and senescence-related processes, providing insight into potential links between genome maintenance pathways and temporal gene expression programs.",2026,Journal Article,10.1016/j.gene.2026.150162,direct_perturbation
doi:10.1016/j.intimp.2026.116802,europepmc,FBXO7 protects against osteoarthritis by promoting IL-6 ubiquitination and inhibiting JAK1/STAT3 signaling.,"Objective and design Osteoarthritis (OA) is a chronic degenerative disease marked by cartilage destruction and subchondral bone remodeling, resulting in functional disability and pain. FBXO7 has been implicated in various inflammatory conditions; however, its functional and molecular participation in OA development and progression remains largely unexplored. This study investigated FBXO7's protective function in cartilage homeostasis and its underlying molecular mechanisms. Methods We investigated FBXO7 expression in articular cartilage from OA patients and destabilization of the medial meniscus (DMM)-induced OA mice using transcriptomic analysis, histology, and immunohistochemistry. Functional studies were performed using human chondrocytes and SW-1353 cells to assess the effects of FBXO7 overexpression and knockdown on cell viability, proliferation, senescence, and matrix homeostasis. Liquid chromatography-tandem mass spectrometry (LC-MS/MS) proteomics, co-immunoprecipitation, and ubiquitination assays were employed to identify FBXO7-interacting proteins and elucidate the underlying molecular mechanisms. In vivo therapeutic efficacy was evaluated using DMM-induced OA mice treated with lenti-FBXO7, and loss-of-function studies were conducted using Fbxo7 conditional knockout mice. Results FBXO7 was significantly downregulated in OA patients' cartilage tissues and chondrocytes compared to controls, with clear correlation to cartilage deterioration. FBXO7 overexpression significantly reduced chondrocyte apoptosis and senescence while enhancing proliferation and preserving matrix homeostasis by increasing type II collagen and decreasing MMP13 expression. Mechanistically, we demonstrated that FBXO7 physically interacts with interleukin-6 (IL-6) and functions as an E3 ubiquitin ligase targeting IL-6 for K48-linked ubiquitination specifically at lysine 114. This ubiquitination suppresses IL-6-mediated activation of the JAK1/STAT3 signaling pathway, which is crucial for maintaining cartilage homeostasis. In vivo studies confirmed that FBXO7 overexpression effectively attenuated OA progression, while Fbxo7 conditional knockout mice exhibited accelerated cartilage degradation, enhanced synovial inflammation, and increased cellular senescence. Conclusions Our findings establish FBXO7 as a critical regulator of cartilage homeostasis that protects against OA through K48-linked ubiquitination of IL-6 at lysine 114, thereby suppressing the IL-6/JAK1/STAT3 pathway. The identification of this novel FBXO7-IL-6-JAK1/STAT3 axis provides new mechanistic insights into OA pathogenesis and suggests that targeting FBXO7 or its downstream effectors represents a promising therapeutic approach for OA treatment.",2026,Journal Article,10.1016/j.intimp.2026.116802,direct_perturbation
