group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
2092,2370,3981,doi,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.
2092,2370,4018,title_year,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b,Sexually dimorphic renal expression of Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.
2093,10578,2372,doi,Kdm1a safeguards the topological boundaries of PRC2-repressed genes and prevents aging-related euchromatinization in neurons,Kdm1a safeguards the topological boundaries of PRC2-repressed genes and prevents aging-related euchromatinization in neurons
2093,10578,7315,pmid,Kdm1a safeguards the topological boundaries of PRC2-repressed genes and prevents aging-related euchromatinization in neurons,Kdm1a safeguards the topological boundaries of PRC2-repressed genes and prevents aging-related euchromatinization in neurons
2096,3985,2376,doi,Upregulated expression of lamin B receptor increases cell proliferation and suppresses genomic instability: implications for cellular immortalization.,Upregulated expression of lamin B receptor increases cell proliferation and suppresses genomic instability: implications for cellular immortalization
2098,2378,3987,doi,Epigenetic age acceleration and risk of aortic valve stenosis: a bidirectional Mendelian randomization study,Epigenetic age acceleration and risk of aortic valve stenosis: a bidirectional Mendelian randomization study.
2099,3989,2379,doi,Dysregulated CREB3 cleavage at the nuclear membrane induces karyoptosis-mediated cell death.,Dysregulated CREB3 cleavage at the nuclear membrane induces karyoptosis-mediated cell death
2100,2380,3993,doi,Macrophages coordinate immune response to laser-induced injury via extracellular traps,Macrophages coordinate immune response to laser-induced injury via extracellular traps.
2103,3999,2384,doi,RNF4 sustains Myc-driven tumorigenesis by facilitating DNA replication.,RNF4 sustains Myc-driven tumorigenesis by facilitating DNA replication
2105,4007,2392,doi,Progeria-based vascular model identifies networks associated with cardiovascular aging and disease.,Progeria‐based vascular model identifies networks associated with cardiovascular aging and disease
2107,10610,2396,doi,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review
2107,10610,6985,transitive_exact_match,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review
2110,2402,4024,doi,Downregulated SPESP1‐driven fibroblast senescence decreases wound healing in aged mice,Downregulated SPESP1-driven fibroblast senescence decreases wound healing in aged mice.
2111,2403,4026,doi,Tetrahydroxy stilbene glucoside rejuvenates aging hematopoietic stem cells with predilection for lymphoid differentiation via AMPK and Tet2,Tetrahydroxy stilbene glucoside rejuvenates aging hematopoietic stem cells with predilection for lymphoid differentiation via AMPK and Tet2.
2113,2406,10634,doi,Multiomic Screening Unravels the Immunometabolic Signatures and Drug Targets of Age-Related Macular Degeneration,Multiomic Screening Unravels the Immunometabolic Signatures and Drug Targets of Age-Related Macular Degeneration
2119,4046,2419,doi,Pygo-F773W Mutation Reveals Novel Functions beyond Wnt Signaling in Drosophila .,Pygo-F773W Mutation Reveals Novel Functions beyond Wnt Signaling in Drosophila
2122,4060,2429,doi,Studies on Human Cultured Fibroblasts and Cutaneous Squamous Cell Carcinomas Suggest That Overexpression of Histone Variant H2A.J Promotes Radioresistance and Oncogenic Transformation.,Studies on Human Cultured Fibroblasts and Cutaneous Squamous Cell Carcinomas Suggest That Overexpression of Histone Variant H2A.J Promotes Radioresistance and Oncogenic Transformation
2126,2437,4070,doi,Causal effects of denture wearing on epigenetic age acceleration and the mediating pathways: a mendelian randomization study,Causal effects of denture wearing on epigenetic age acceleration and the mediating pathways: a mendelian randomization study.
2128,4081,2441,doi,Causal Relationship between Meat Intake and Biological Aging: Evidence from Mendelian Randomization Analysis.,Causal Relationship between Meat Intake and Biological Aging: Evidence from Mendelian Randomization Analysis
2132,4086,2448,doi,"Overexpression of protection of telomeres 1 (POT1), a single-stranded DNA-binding proteins in alfalfa (Medicago sativa), enhances seed vigor.","Overexpression of protection of telomeres 1 (POT1), a single-stranded DNA-binding proteins in alfalfa (Medicago sativa), enhances seed vigor"
2133,2449,4094,doi,Mendelian randomization implicates causal association between epigenetic age acceleration and age-related eye diseases or glaucoma endophenotypes,Mendelian randomization implicates causal association between epigenetic age acceleration and age-related eye diseases or glaucoma endophenotypes.
2136,4101,2452,doi,Mendelian randomization analysis reveals the combined effects of epigenetics and telomere biology in hematologic cancers.,Mendelian randomization analysis reveals the combined effects of epigenetics and telomere biology in hematologic cancers
2140,4114,2459,doi,Sexually dimorphic renal expression of mouse Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b.,Sexually dimorphic renal expression of mouse Klotho is directed by a kidney-specific distal enhancer responsive to HNF1b
2144,2465,4125,doi,Causal effects of cardiovascular health on five epigenetic clocks,Causal effects of cardiovascular health on five epigenetic clocks.
2146,2469,10772,doi,Electronegative ApoCIII-Rich HDL promotes cellular damage and vascular aging,Electronegative ApoCIII-Rich HDL promotes cellular damage and vascular aging
2153,4146,2481,doi,"Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice.","Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice"
2153,4146,7518,pmid,"Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice.","Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice"
2153,4146,10785,pmid,"Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice.","Chronic polypharmacy, monotherapy, and deprescribing: Understanding complex effects on the hepatic proteome of aging mice"
2154,2482,4481,doi,Integrated Spatial and Single-Nuclei Transcriptomic Analysis of Long Non-Coding RNAs in Alzheimer’s Disease,Integrated Spatial and Single-Nuclei Transcriptomic Analysis of Long Non-Coding RNAs in Alzheimer's Disease.
2155,4150,2483,doi,"Causal Mediation Analysis for Integrating Exposure, Genomic, and Phenotype Data.","Causal Mediation Analysis for Integrating Exposure, Genomic, and Phenotype Data"
2157,4158,2485,doi,"""Transcriptional Regulation of human NMNAT2: Insights from 3D Genome Sequencing and Bioinformatics"".","""Transcriptional Regulation of human NMNAT2: Insights from 3D Genome Sequencing and Bioinformatics"""
2159,4163,2490,doi,Ucp1 Ablation Improves Skeletal Muscle Glycolytic Function in Aging Mice.,Ucp1 Ablation Improves Skeletal Muscle Glycolytic Function in Aging Mice
2160,2492,4170,doi,Extrachromosomal circular DNA containing DTX1 promotes cell growth in hydroquinone-induced malignantly transformed cells by regulating the transcription of DTX1,Extrachromosomal circular DNA containing DTX1 promotes cell growth in hydroquinone-induced malignantly transformed cells by regulating the transcription of DTX1.
2161,2495,4174,doi,Causal association between epigenetic age acceleration and two pulmonary vascular diseases: pulmonary arterial hypertension and pulmonary embolism—a bidirectional Mendelian study,Causal association between epigenetic age acceleration and two pulmonary vascular diseases: pulmonary arterial hypertension and pulmonary embolism-a bidirectional Mendelian study.
2164,10868,2500,transitive_exact_match,Basic Science and Pathogenesis.,Characterization of the A1527G variant of ABCA7 in an animal model for late‐onset Alzheimer’s disease
2164,10868,2501,transitive_exact_match,Basic Science and Pathogenesis.,Single‐cell spatial transcriptomic and proteomic characterization of a novel mouse model of late‐onset AD
2164,10868,2502,transitive_exact_match,Basic Science and Pathogenesis.,Early molecular events of Autosomal Dominant Alzheimer’s Disease in marmosets with PSEN1 mutations
2164,10868,10847,title_year,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10850,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10851,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10854,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10855,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10856,transitive_exact_match,Basic Science and Pathogenesis.,Identification of genetically driven Therapeutic Targets for Alzheimer’s disease
2164,10868,10857,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10861,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10862,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10863,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10867,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10870,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10872,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10874,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2164,10868,10876,transitive_exact_match,Basic Science and Pathogenesis.,Basic Science and Pathogenesis.
2166,2504,4178,doi,SGLT2 inhibitor downregulates ANGPTL4 to mitigate pathological aging of cardiomyocytes induced by type 2 diabetes,SGLT2 inhibitor downregulates ANGPTL4 to mitigate pathological aging of cardiomyocytes induced by type 2 diabetes.
2167,2505,4179,doi,Deciphering molecular drivers of lactate metabolic shift in mammalian cell cultures,Deciphering molecular drivers of lactate metabolic shift in mammalian cell cultures.
2167,2505,7601,doi,Deciphering molecular drivers of lactate metabolic shift in mammalian cell cultures,Deciphering molecular drivers of lactate metabolic shift in mammalian cell cultures
2169,2510,4189,doi,Glutamine-αKG axis affects dentin regeneration and regulates osteo/odontogenic differentiation of mesenchymal adult stem cells via IGF2 m6A modification,Glutamine-αKG axis affects dentin regeneration and regulates osteo/odontogenic differentiation of mesenchymal adult stem cells via IGF2 m6A modification.
2170,2513,4194,doi,Causality of genetically determined glucosamine supplementation on cognition and sarcopenia: a Mendelian randomization study,Causality of genetically determined glucosamine supplementation on cognition and sarcopenia: a Mendelian randomization study.
2172,2520,2709,title_year,Sulfite oxidase deficiency causes persulfidation loss and hydrogen sulfide release,Sulfite oxidase deficiency causes persulfidation loss and hydrogen sulfide release
2173,2521,9223,doi,EPIDEMIOLOGY OF CARDIOVASCULAR DISEASES: TRENDS AND DETERMINANTS,EPIDEMIOLOGY OF CARDIOVASCULAR DISEASES: TRENDS AND DETERMINANTS
2175,4221,2529,doi,Association between epigenetic aging and atrioventricular block: a two-sample Mendelian randomization study.,Association between epigenetic aging and atrioventricular block: a two-sample Mendelian randomization study
2176,2531,2532,title_year,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus,TET2-mediated epigenetic modification promotes stress senescence of pancreatic β cells in type 2 diabetes mellitus
2178,2534,4229,doi,Assessment of relationships between epigenetic age acceleration and multiple sclerosis: a bidirectional mendelian randomization study,Assessment of relationships between epigenetic age acceleration and multiple sclerosis: a bidirectional mendelian randomization study.
2180,4251,2545,doi,H2AJ Is a Direct Androgen Receptor Target Gene That Regulates Androgen-Induced Cellular Senescence and Inhibits Mesenchymal Markers in Prostate Cancer Cells.,H2AJ Is a Direct Androgen Receptor Target Gene That Regulates Androgen-Induced Cellular Senescence and Inhibits Mesenchymal Markers in Prostate Cancer Cells
2181,2547,7616,doi,Exploring the Association Between Human Blood Metabolites and Autism Spectrum Disorder Risk: A Bidirectional Mendelian Randomization Study,Exploring the Association Between Human Blood Metabolites and Autism Spectrum Disorder Risk: A Bidirectional Mendelian Randomization Study
2183,2551,10983,doi,Stem Cell Systems and Regeneration,Stem Cell Systems and Regeneration
2184,2552,4257,doi,Decoding driver and phenotypic genes in cancer: Unveiling the essence behind the phenomenon,Decoding driver and phenotypic genes in cancer: Unveiling the essence behind the phenomenon.
2185,4256,2553,doi,Sleep traits causally affect epigenetic age acceleration: a Mendelian randomization study.,Sleep traits causally affect epigenetic age acceleration: a Mendelian randomization study
2187,4273,2556,doi,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases
2187,4273,7633,pmid,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases
2187,4273,11004,pmid,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases.,PPDPF preserves integrity of proximal tubule by modulating NMNAT activity in chronic kidney diseases
2188,4278,2558,doi,Epigenetic editing at individual age-associated CpGs affects the genome-wide epigenetic aging landscape.,Epigenetic editing at individual age-associated CpGs affects the genome-wide epigenetic aging landscape
2192,2563,4291,doi,Lack of a Causal Association between DNA Methylation GrimAge Acceleration and Brain Tumor Incidence: A Two-Sample Mendelian Randomization Study,Lack of a Causal Association between DNA Methylation GrimAge Acceleration and Brain Tumor Incidence: A Two-Sample Mendelian Randomization Study.
2194,2565,4289,doi,Inhibition of Hepatoblastoma by Ganoderma Lucidum Polysaccharide via the Induction of HDAC4 ‐p16‐ RB Axis‐Mediated Cellular Senescence,Inhibition of Hepatoblastoma by Ganoderma Lucidum Polysaccharide via the Induction of HDAC4-p16-RB Axis-Mediated Cellular Senescence.
2197,2577,4328,doi,Chk2 deletion rescues bone loss and cellular senescence induced by Bmi1 deficiency via regulation of Cyp1a1,Chk2 deletion rescues bone loss and cellular senescence induced by Bmi1 deficiency via regulation of Cyp1a1.
2201,2584,4325,doi,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice.
2201,2584,8087,doi,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice
2201,2584,11098,doi,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice,Sirt6 deficiency promotes senescence and age-associated intervertebral disc degeneration in mice
2203,2589,4700,doi,Integrative Analysis Reveals Genes Causal Relation with Ovarian Cancer and aging,Integrative Analysis Reveals Genes Causal Relation with Ovarian Cancer and aging.
2205,2592,7828,doi,Causal Relationship Between Blood Metabolites and Prostate Cancer Risk: A Two‐Sample Mendelian Randomization Study,Causal Relationship Between Blood Metabolites and Prostate Cancer Risk: A Two-Sample Mendelian Randomization Study
2212,2604,4367,doi,PSMB10 maintains the stemness of chemotherapeutic drug-resistant leukemia cells by inhibiting senescence and cytotoxic T lymphocyte-mediated killing in a ubiquitinated degradation manner,PSMB10 maintains the stemness of chemotherapeutic drug-resistant leukemia cells by inhibiting senescence and cytotoxic T lymphocyte-mediated killing in a ubiquitinated degradation manner.
2213,4372,2606,doi,VDAC2 Mediates the Apoptosis of Cashmere Goat Hair Follicle Stem Cells Through the P53 Signaling Pathway.,VDAC2 Mediates the Apoptosis of Cashmere Goat Hair Follicle Stem Cells Through the P53 Signaling Pathway
2213,4372,7732,transitive_exact_match,VDAC2 Mediates the Apoptosis of Cashmere Goat Hair Follicle Stem Cells Through the P53 Signaling Pathway.,VDAC2 Mediates the Apoptosis of Cashmere Goat Hair Follicle Stem Cells Through the P53 Signaling Pathway
2214,4373,2607,doi,Exploring the Potential Association Between Inhaled Corticosteroid and Face Aging Risk: A Mendelian Randomization Study.,Exploring the Potential Association Between Inhaled Corticosteroid and Face Aging Risk: A Mendelian Randomization Study
2222,2621,4419,doi,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease.
2222,2621,7447,doi,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease
2222,2621,11205,doi,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease,Multi-Omics Analysis and Validation of Cell Senescence-Related Genes Associated with Non-Alcoholic Fatty Liver Disease
2225,4436,2630,doi,Semaglutide Slows Epigenetic Aging in People with HIV-associated lipohypertrophy: Evidence from a Randomized Controlled Trial.,Semaglutide Slows Epigenetic Aging in People with HIV-associated lipohypertrophy: Evidence from a Randomized Controlled Trial
2225,4436,11243,pmid,Semaglutide Slows Epigenetic Aging in People with HIV-associated lipohypertrophy: Evidence from a Randomized Controlled Trial.,Semaglutide Slows Epigenetic Aging in People with HIV-associated lipohypertrophy: Evidence from a Randomized Controlled Trial
2230,2637,11265,doi,"A comprehensive review of probiotic yogurt: nutritional modulation, flavor improvement, health benefits, and advances in processing techniques","A comprehensive review of probiotic yogurt: nutritional modulation, flavor improvement, health benefits, and advances in processing techniques"
2231,4458,2640,doi,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes.,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes
2231,4458,2761,transitive_exact_match,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes.,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes
2231,4458,4676,transitive_exact_match,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes.,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes.
2231,4458,8494,transitive_exact_match,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes.,Age-dependent topoisomerase I depletion alters recruitment of rDNA silencing complexes
2232,4459,2641,doi,Molecular Mechanisms of Cardiomyocyte Aging.,Molecular Mechanisms of Cardiomyocyte Aging
2233,2644,4465,doi,Increased DNA methylation of Igf2 in the male hippocampus regulates age-related deficits in synaptic plasticity and memory,Increased DNA methylation of Igf2 in the male hippocampus regulates age-related deficits in synaptic plasticity and memory.
2240,2667,4512,doi,Hypertension accelerates aging: Evidence from NHANES database and Mendelian randomization analyses,Hypertension accelerates aging: Evidence from NHANES database and Mendelian randomization analyses.
2243,2671,2755,title_year,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila
2243,2671,2756,title_year,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila
2243,2671,4523,doi,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila,In-situ glial cell-surface proteomics identifies pro-longevity factors in Drosophila .
2244,2673,8897,doi,Genetic and pathway complexity in Alzheimer’s disease: Insights from multi-omic data about the immune response and mitochondrial function,Genetic and pathway complexity in Alzheimer’s disease: Insights from multi-omic data about the immune response and mitochondrial function
2244,2673,11381,doi,Genetic and pathway complexity in Alzheimer’s disease: Insights from multi-omic data about the immune response and mitochondrial function,Genetic and pathway complexity in Alzheimer's disease: Insights from multi-omic data about the immune response and mitochondrial function.
2247,2682,4533,doi,Exploring causal relationships between epigenetic age acceleration and Alzheimer’s disease: a bidirectional Mendelian randomization study,Exploring causal relationships between epigenetic age acceleration and Alzheimer's disease: a bidirectional Mendelian randomization study.
2250,2686,4548,doi,Biochanin A alleviates endothelial cell senescence via epigenetic regulation of the HDAC1/H3K4me3/NFKB1 axis,Biochanin A alleviates endothelial cell senescence via epigenetic regulation of the HDAC1/H3K4me3/NFKB1 axis.
2251,2691,8058,doi,Huangjing Yangji Decoction ameliorates skeletal muscle aging and mitochondrial dysfunction via SIRT1/ATF5-mediated mitochondrial unfolded protein response,Huangjing Yangji Decoction ameliorates skeletal muscle aging and mitochondrial dysfunction via SIRT1/ATF5-mediated mitochondrial unfolded protein response
2254,2698,11470,doi,Environmental Influences on Genetic Aging Processes: Experimental Evidence from Model Systems,Environmental Influences on Genetic Aging Processes: Experimental Evidence from Model Systems
2257,2703,11482,doi,NFATc1 transcription factor regulates human B-cell development in early life 4341,NFATc1 transcription factor regulates human B-cell development in early life 4341
2258,2704,2705,title_year,The Effect of Epigenetic Age Acceleration on Atopic Dermatitis: A Mendelian Randomization Study,The Effect of Epigenetic Age Acceleration on Atopic Dermatitis: A Mendelian Randomization Study
2258,2704,4624,doi,The Effect of Epigenetic Age Acceleration on Atopic Dermatitis: A Mendelian Randomization Study,The Effect of Epigenetic Age Acceleration on Atopic Dermatitis: A Mendelian Randomization Study.
2261,2711,4594,doi,CircPTK2 enhances non‐small cell lung cancer proliferation by inhibiting cellular senescence through stabilizing NFYA and elevating FOXM1,CircPTK2 enhances non-small cell lung cancer proliferation by inhibiting cellular senescence through stabilizing NFYA and elevating FOXM1.
2264,4611,2719,doi,Blocking nuclear receptor Nr4a3 unlocks the senescence barrier to promote direct cardiac reprogramming.,Blocking nuclear receptor Nr4a3 unlocks the senescence barrier to promote direct cardiac reprogramming
2270,2727,2728,title_year,Gene Regulation in Neurodegeneration: A Comprehensive Review,Gene Regulation in Neurodegeneration: A Comprehensive Review
2273,2734,4678,doi,DNA Methylation‐Regulated ZDHHC17 Promotes the Risk of Facial Skin Aging,DNA Methylation-Regulated ZDHHC17 Promotes the Risk of Facial Skin Aging.
2273,2734,7505,doi,DNA Methylation‐Regulated ZDHHC17 Promotes the Risk of Facial Skin Aging,DNA Methylation‐Regulated ZDHHC17 Promotes the Risk of Facial Skin Aging
2274,2735,2736,title_year,Multi-omic-deep-learning-identifies-exercise-responsive-ageing-pathways-in-humans,Multi-omic-deep-learning-identifies-exercise-responsive-ageing-pathways-in-humans
2278,11635,2740,doi,Marmosets as Research Models of Alzheimer's Disease (MARMO‐AD),Marmosets as Research Models of Alzheimer's Disease (MARMO‐AD)
2281,2743,11613,doi,"Biomarker Insights Into Brain Health, Aging, and Healthspan","Biomarker Insights Into Brain Health, Aging, and Healthspan"
2283,2745,8267,doi,Harpegnathos saltator : A Model Insect for Decoding Plasticity of Social Behavior and Aging,Harpegnathos saltator : A Model Insect for Decoding Plasticity of Social Behavior and Aging
2284,2754,4661,doi,UTX/Top2β axis mediated spinal cord microvascular endothelial cells senescence exacerbates spinal cord injury,UTX/Top2β axis mediated spinal cord microvascular endothelial cells senescence exacerbates spinal cord injury.
2286,4663,2758,doi,"Egr1 is a sex-dependent regulator of neuronal chromatin, structural plasticity, and behaviour.","Egr1 is a sex-dependent regulator of neuronal chromatin, structural plasticity, and behaviour"
2290,2765,4823,doi,Endothelial ZBTB16: a molecular shield against cardiac aging,Endothelial ZBTB16: a molecular shield against cardiac aging.
2295,2773,2775,title_year,"Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring","Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring"
2295,2773,2777,title_year,"Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring","Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring"
2295,2773,2803,title_year,"Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring","Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring"
2295,2773,2804,title_year,"Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring","Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring"
2295,2773,2805,title_year,"Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring","Triadic Genetic Architecture of Bipolar Disorder: Pruning, Reserve Amplification, and Progressive Kindling/Scarring"
2299,2781,2880,title_year,Pathway-Level TWAS Reveals Immune-Plasticity-Aging Mechanisms in Cannabis Use Disorder and Explains Epidemiological Associations,Pathway-Level TWAS Reveals Immune-Plasticity-Aging Mechanisms in Cannabis Use Disorder and Explains Epidemiological Associations
2303,2787,9161,doi,Dietary factors and cognitive aging: Mapping epidemiological evidence and the role of gut microbiota,Dietary factors and cognitive aging: Mapping epidemiological evidence and the role of gut microbiota
2307,4728,2798,doi,DNA Methylation as a Mediator of Cardiovascular Disease Risk in Relation to PTSD Severity: Identification of Potential Epigenetic Biomarkers.,DNA Methylation as a Mediator of Cardiovascular Disease Risk in Relation to PTSD Severity: Identification of Potential Epigenetic Biomarkers
2309,4730,2801,doi,MRG15 decline in aged/injured MuSCs hinders regeneration via differentiation defects.,MRG15 decline in aged/injured MuSCs hinders regeneration via differentiation defects
2311,2808,4741,doi,YY1-Mediated Polycomb Group Function Safeguards Hematopoietic Stem Cells from Premature Aging,YY1-Mediated Polycomb Group Function Safeguards Hematopoietic Stem Cells from Premature Aging.
2312,2809,8575,doi,Can Molecular Pathology Drive Progress in Microbiome Understanding? Lessons from Spousal and Household Studies,Can Molecular Pathology Drive Progress in Microbiome Understanding? Lessons from Spousal and Household Studies
2312,2809,11801,doi,Can Molecular Pathology Drive Progress in Microbiome Understanding? Lessons from Spousal and Household Studies,Can Molecular Pathology Drive Progress in Microbiome Understanding? Lessons from Spousal and Household Studies
2314,4755,2815,doi,ERRα-NOS2-mediated citrulline metabolism attenuates tubular epithelial cell senescence in diabetic kidney disease.,ERRα-NOS2-mediated citrulline metabolism attenuates tubular epithelial cell senescence in diabetic kidney disease
2317,2823,4774,doi,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging.
2317,2823,8964,doi,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging,Opposite effects of chronic HIV infection and antiretroviral medication on organismal and organ-specific biological aging
2318,2824,4775,doi,"Aerobic exercise facilitates p300 nuclear translocation via ADRB2-AMPKα signaling, leading to enhanced histone acetylation and mitigation of cognitive decline in APP/PS1 mice","Aerobic exercise facilitates p300 nuclear translocation via ADRB2-AMPKα signaling, leading to enhanced histone acetylation and mitigation of cognitive decline in APP/PS1 mice."
2320,2829,2830,title_year,Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform),Proactive Healthcare - Fighting the affects of aging (Closed-Loop Biological Restoration & Multi-Omics Optimization Platform)
2325,2845,8561,doi,"Gut microbiota and frailty research (2010–2025): A bibliometric analysis of trends, gaps, and future directions","Gut microbiota and frailty research (2010–2025): A bibliometric analysis of trends, gaps, and future directions"
2328,2850,2852,title_year,Developmental Synaptic Sparsification and Adult Plasticity Failure Jointly Underlie the Polygenic Architecture of Major Depressive Disorder,Developmental Synaptic Sparsification and Adult Plasticity Failure Jointly Underlie the Polygenic Architecture of Major Depressive Disorder
2330,4822,2854,doi,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study.,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study
2330,4822,8588,pmid,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study.,The causal relationship and metabolic mediation between telomere length and intervertebral disc degeneration: A two-stage network Mendelian randomization study
2331,2858,2859,title_year,The Informational Threshold of Life: Breaking the Redundancy Plateau via Directed Acyclic Graphs,The Informational Threshold of Life: Breaking the Redundancy Plateau via Directed Acyclic Graphs
2332,2862,8764,doi,Targeting and editing DNA methylation and hydroxymethylation for gene therapy,Targeting and editing DNA methylation and hydroxymethylation for gene therapy
2333,2864,4874,doi,ZNF384 ‐Driven Fibulin‐1 Exacerbates Vascular Stiffness via TGF ‐β/Smad3‐Mediated Senescence and Fibrosis,ZNF384-Driven Fibulin-1 Exacerbates Vascular Stiffness via TGF-β/Smad3-Mediated Senescence and Fibrosis.
2335,2870,4857,doi,PPAR-γ suppresses macrophage senescence and allergic airway inflammation through controlling lipid metabolic pathways,PPAR-γ suppresses macrophage senescence and allergic airway inflammation through controlling lipid metabolic pathways.
